UNDEFINED0,UNDEFINED0,0
Russia,Zone 2,78455
Russia,Zone 2,78456
Russia,Zone 2,78457
Russia,Zone 2,78458
Russia,Zone 2,78459
Russia,Zone 2,78460
Russia,Zone 2,78461
Russia,Zone 2,78463
Russia,Zone 2,78464
Russia,Zone 2,78465
Russia,Zone 2,78466
Russia,Zone 2,78467
Russia,Zone 2,78468
Russia,Zone 2,78469
Russia,Zone 2,7848
Russia,Zone 2/Zone 2 Krasnoyarsk,73912
Russia,Zone 2/Zone 2 Moscow Region,7496
Russia,Zone 2/Zone 2 Moscow Region,7498
Russia,Zone 3,73010
Russia,Zone 3,73011
Russia,Zone 3,73013
Russia,Zone 3,73014
Russia,Zone 3,73015
Russia,Zone 3,73016
Russia,Zone 3,73017
Russia,Zone 3,73018
Russia,Zone 3,73019
Russia,Zone 3,73020
Russia,Zone 3,73021
Russia,Zone 3,73023
Russia,Zone 3,73024
Russia,Zone 3,73025
Russia,Zone 3,73026
Russia,Zone 3,73027
Russia,Zone 3,73028
Russia,Zone 3,73029
Russia,Zone 3,73420
Russia,Zone 3,73421
Russia,Zone 3,73423
Russia,Zone 3,73424
Russia,Zone 3,73425
Russia,Zone 3,73426
Russia,Zone 3,73427
Russia,Zone 3,73428
Russia,Zone 3,73429
Russia,Zone 3,73430
Russia,Zone 3,73431
Russia,Zone 3,73434
Russia,Zone 3,73435
Russia,Zone 3,73436
Russia,Zone 3,73437
Russia,Zone 3,73438
Russia,Zone 3,73439
Russia,Zone 3,73450
Russia,Zone 3,73451
Russia,Zone 3,73453
Russia,Zone 3,73454
Russia,Zone 3,73455
Russia,Zone 3,73456
Russia,Zone 3,73457
Russia,Zone 3,73458
Russia,Zone 3,73459
Russia,Zone 3,73460
Russia,Zone 3,73461
Russia,Zone 3,73463
Russia,Zone 3,73464
Russia,Zone 3,73465
Russia,Zone 3,73466
Russia,Zone 3,73467
Russia,Zone 3,73468
Russia,Zone 3,73469
Russia,Zone 3,73490
Russia,Zone 3,73491
Russia,Zone 3,73493
Russia,Zone 3,73494
Russia,Zone 3,73495
Russia,Zone 3,73496
Russia,Zone 3,73497
Russia,Zone 3,73498
Russia,Zone 3,73499
Russia,Zone 3,73510
Russia,Zone 3,73511
Russia,Zone 3,73513
Russia,Zone 3,73514
Russia,Zone 3,73515
Russia,Zone 3,73516
Russia,Zone 3,73517
Russia,Zone 3,73518
Russia,Zone 3,73519
Russia,Zone 3,73520
Russia,Zone 3,73521
Russia,Zone 3,73523
Russia,Zone 3,73524
Russia,Zone 3,73525
Russia,Zone 3,73526
Russia,Zone 3,73527
Russia,Zone 3,73528
Russia,Zone 3,73529
Russia,Zone 3,73820
Russia,Zone 3,73821
Russia,Zone 3,73823
Russia,Zone 3,73824
Russia,Zone 3,73825
Russia,Zone 3,73826
Russia,Zone 3,73827
Russia,Zone 3,73828
Russia,Zone 3,73829
Russia,Zone 3,73900
Russia,Zone 3,73901
Russia,Zone 3,73903
Russia,Zone 3,73904
Russia,Zone 3,73905
Russia,Zone 3,73906
Russia,Zone 3,73907
Russia,Zone 3,73908
Russia,Zone 3,73909
Russia,Zone 3,73910
Russia,Zone 3,73911
Russia,Zone 3,73913
Russia,Zone 3,73914
Russia,Zone 3,73915
Russia,Zone 3,73916
Russia,Zone 3,73917
Russia,Zone 3,73918
Russia,Zone 3,73919
Russia,Zone 3,73950
Russia,Zone 3,73951
Russia,Zone 3,73953
Russia,Zone 3,73954
Russia,Zone 3,73955
Russia,Zone 3,73956
Russia,Zone 3,73957
Russia,Zone 3,73958
Russia,Zone 3,73959
Russia,Zone 3,7411
Russia,Zone 3,7413
Russia,Zone 3,74150
Russia,Zone 3,74151
Russia,Zone 3,74153
Russia,Zone 3,74154
Russia,Zone 3,74155
Russia,Zone 3,74156
Russia,Zone 3,74157
Russia,Zone 3,74158
Russia,Zone 3,74159
Russia,Zone 3,74160
Russia,Zone 3,74161
Russia,Zone 3,74163
Russia,Zone 3,74164
Russia,Zone 3,74165
Russia,Zone 3,74166
Russia,Zone 3,74167
Russia,Zone 3,74168
Russia,Zone 3,74169
Russia,Zone 3,74210
Russia,Zone 3,74211
Russia,Zone 3,74213
Russia,Zone 3,74214
Russia,Zone 3,74215
Russia,Zone 3,74216
Russia,Zone 3,74217
Russia,Zone 3,74218
Russia,Zone 3,74219
Russia,Zone 3,74230
Russia,Zone 3,74231
Russia,Zone 3,74233
Russia,Zone 3,74234
Russia,Zone 3,74235
Russia,Zone 3,74236
Russia,Zone 3,74237
Russia,Zone 3,74238
Russia,Zone 3,74239
Russia,Zone 3,74240
Russia,Zone 3,74241
Russia,Zone 3,74243
Russia,Zone 3,74244
Russia,Zone 3,74245
Russia,Zone 3,74246
Russia,Zone 3,74247
Russia,Zone 3,74248
Russia,Zone 3,74249
Russia,Zone 3,7426
Russia,Zone 3,78180
Russia,Zone 3,78181
Russia,Zone 3,78183
Russia,Zone 3,78184
Russia,Zone 3,78185
Russia,Zone 3,78186
Russia,Zone 3,78187
Russia,Zone 3,78188
Russia,Zone 3,78189
Russia,Zone 3,78210
Russia,Zone 3,78211
Russia,Zone 3,78213
Russia,Zone 3,78214
Russia,Zone 3,78215
Russia,Zone 3,78216
Russia,Zone 3,78217
Russia,Zone 3,78218
Russia,Zone 3,78219
Russia,Zone 3/Zone 3 Altay Region,73850
Russia,Zone 3/Zone 3 Altay Region,73851
Russia,Zone 3/Zone 3 Altay Region,73853
Russia,Zone 3/Zone 3 Altay Region,73854
Russia,Zone 3/Zone 3 Altay Region,73855
Russia,Zone 3/Zone 3 Altay Region,73856
Russia,Zone 3/Zone 3 Altay Region,73857
Russia,Zone 3/Zone 3 Altay Region,73858
Russia,Zone 3/Zone 3 Altay Region,73859
Russia,Zone 3/Zone 3 Altay Republic,73880
Russia,Zone 3/Zone 3 Altay Republic,73881
Russia,Zone 3/Zone 3 Altay Republic,73883
Russia,Zone 3/Zone 3 Altay Republic,73884
Russia,Zone 3/Zone 3 Altay Republic,73885
Russia,Zone 3/Zone 3 Altay Republic,73886
Russia,Zone 3/Zone 3 Altay Republic,73887
Russia,Zone 3/Zone 3 Altay Republic,73888
Russia,Zone 3/Zone 3 Altay Republic,73889
Russia,Zone 3/Zone 3 Arkhangelsk,78182
Russia,Zone 3/Zone 3 Blagoveschensk,74162
Russia,Zone 3/Zone 3 Kareliya Republic,78140
Russia,Zone 3/Zone 3 Kareliya Republic,78141
Russia,Zone 3/Zone 3 Kareliya Republic,78143
Russia,Zone 3/Zone 3 Kareliya Republic,78144
Russia,Zone 3/Zone 3 Kareliya Republic,78145
Russia,Zone 3/Zone 3 Kareliya Republic,78146
Russia,Zone 3/Zone 3 Kareliya Republic,78147
Russia,Zone 3/Zone 3 Kareliya Republic,78148
Russia,Zone 3/Zone 3 Kareliya Republic,78149
Russia,Zone 3/Zone 3 Kemerovo Region,73840
Russia,Zone 3/Zone 3 Kemerovo Region,73841
Russia,Zone 3/Zone 3 Kemerovo Region,73843
Russia,Zone 3/Zone 3 Kemerovo Region,73844
Russia,Zone 3/Zone 3 Kemerovo Region,73845
Russia,Zone 3/Zone 3 Kemerovo Region,73846
Russia,Zone 3/Zone 3 Kemerovo Region,73847
Russia,Zone 3/Zone 3 Kemerovo Region,73848
Russia,Zone 3/Zone 3 Kemerovo Region,73849
Russia,Zone 3/Zone 3 Khabarovsk,74212
Russia,Zone 3/Zone 3 Murmansk,78152
Russia,Zone 3/Zone 3 Murmansk Region,78150
Russia,Zone 3/Zone 3 Murmansk Region,78151
Russia,Zone 3/Zone 3 Murmansk Region,78153
Russia,Zone 3/Zone 3 Murmansk Region,78154
Russia,Zone 3/Zone 3 Murmansk Region,78155
Russia,Zone 3/Zone 3 Murmansk Region,78156
Russia,Zone 3/Zone 3 Murmansk Region,78157
Russia,Zone 3/Zone 3 Murmansk Region,78158
Russia,Zone 3/Zone 3 Murmansk Region,78159
Russia,Zone 3/Zone 3 Novosibirsk Region,73830
Russia,Zone 3/Zone 3 Novosibirsk Region,73831
Russia,Zone 3/Zone 3 Novosibirsk Region,73834
Russia,Zone 3/Zone 3 Novosibirsk Region,73835
Russia,Zone 3/Zone 3 Novosibirsk Region,73836
Russia,Zone 3/Zone 3 Novosibirsk Region,73837
Russia,Zone 3/Zone 3 Novosibirsk Region,73838
Russia,Zone 3/Zone 3 Novosibirsk Region,73839
Russia,Zone 3/Zone 3 Omsk Region,73810
Russia,Zone 3/Zone 3 Omsk Region,73811
Russia,Zone 3/Zone 3 Omsk Region,73813
Russia,Zone 3/Zone 3 Omsk Region,73814
Russia,Zone 3/Zone 3 Omsk Region,73815
Russia,Zone 3/Zone 3 Omsk Region,73816
Russia,Zone 3/Zone 3 Omsk Region,73817
Russia,Zone 3/Zone 3 Omsk Region,73818
Russia,Zone 3/Zone 3 Omsk Region,73819
Russia,Zone 3/Zone 3 Petropavlovsk Kamchatskiy,74152
Russia,Zone 3/Zone 3 Petrozavodsk,78142
Russia,Zone 3/Zone 3 Syktyvkar,78212
Russia,Zone 3/Zone 3 Vladivostok,74232
Russia,Zone 3/Zone 3 Yuzhno-sakhalinsk,74242
Russia,Zone 4,73470
Russia,Zone 4,73471
Russia,Zone 4,73473
Russia,Zone 4,73474
Russia,Zone 4,73475
Russia,Zone 4,73476
Russia,Zone 4,73477
Russia,Zone 4,73478
Russia,Zone 4,73479
Russia,Zone 4,7394
Russia,Zone 4,7427
Russia,Zone 4,78430
Russia,Zone 4,78431
Russia,Zone 4,78433
Russia,Zone 4,78434
Russia,Zone 4,78435
Russia,Zone 4,78436
Russia,Zone 4,78437
Russia,Zone 4,78438
Russia,Zone 4,78439
Russia,Zone 4,7855
Russia,Zone 4,7871
Russia,Zone 4,7873
Russia,Zone 4/Zone 4 Kazan,78432
Russia,Zone 4/Zone 4 Ufa,73472
Russia,Abkhazia Fixed,7840
Russia,South Ossetia,7929803
Russia,South Ossetia,7929804
Russia,South Ossetia,7929805
Russia,South Ossetia,7929806
Russia,South Ossetia,7929807
Russia,South Ossetia,7929808
Russia,South Ossetia,7929809
Russia,South Ossetia,7929810
Russia,South Ossetia,7929811
Russia,South Ossetia,7929812
Russia,Mobile - Beeline,7903
Russia,Mobile - Beeline,7905
Russia,Mobile - Beeline,7906
Russia,Mobile - Beeline,7909
Russia,Mobile - Beeline,7960
Russia,Mobile - Beeline,7961
Russia,Mobile - Beeline,7962
Russia,Mobile - Beeline,7963
Russia,Mobile - Beeline,7964
Russia,Mobile - Beeline,7965
Russia,Mobile - Beeline,7966
Russia,Mobile - Beeline,7967
Russia,Mobile - Beeline,7968
Russia,Mobile - MTS,791
Russia,Mobile - MTS,798
Russia,Mobile - Megafon,7920
Russia,Mobile - Megafon,7921
Russia,Mobile - Megafon,7922
Russia,Mobile - Megafon,7923
Russia,Mobile - Megafon,7924
Russia,Mobile - Megafon,7925
Russia,Mobile - Megafon,7926
Russia,Mobile - Megafon,7927
Russia,Mobile - Megafon,7928
Russia,Mobile - Megafon,79290
Russia,Mobile - Megafon,79291
Russia,Mobile - Megafon,79292
Russia,Mobile - Megafon,79293
Russia,Mobile - Megafon,79294
Russia,Mobile - Megafon,79295
Russia,Mobile - Megafon,79296
Russia,Mobile - Megafon,79297
Russia,Mobile - Megafon,7929800
Russia,Mobile - Megafon,7929801
Russia,Mobile - Megafon,7929802
Russia,Mobile - Megafon,7929813
Russia,Mobile - Megafon,7929814
Russia,Mobile - Megafon,7929815
Russia,Mobile - Megafon,7929816
Russia,Mobile - Megafon,7929817
Russia,Mobile - Megafon,7929818
Russia,Mobile - Megafon,7929819
Russia,Mobile - Megafon,792982
Russia,Mobile - Megafon,792983
Russia,Mobile - Megafon,792984
Russia,Mobile - Megafon,792985
Russia,Mobile - Megafon,792986
Russia,Mobile - Megafon,792987
Russia,Mobile - Megafon,792988
Russia,Mobile - Megafon,792989
Russia,Mobile - Megafon,79299
Russia,Mobile - Megafon,793
Russia,Mobile - Megafon,79974450
Russia,Mobile - Megafon,79974451
Russia,Mobile - Megafon,79974452
Russia,Mobile - Megafon,79974453
Russia,Mobile - Megafon,79974454
Russia,Mobile - Megafon,79974455
Russia,Mobile - Megafon,79974456
Russia,Mobile - Other Carriers,7900
Russia,Mobile - Other Carriers,79010
Russia,Mobile - Other Carriers,79011
Russia,Mobile - Other Carriers,790120
Russia,Mobile - Other Carriers,790121
Russia,Mobile - Other Carriers,790122
Russia,Mobile - Other Carriers,790123
Russia,Mobile - Other Carriers,790124
Russia,Mobile - Other Carriers,790125
Russia,Mobile - Other Carriers,7901260
Russia,Mobile - Other Carriers,7901261
Russia,Mobile - Other Carriers,7901262
Russia,Mobile - Other Carriers,7901263
Russia,Mobile - Other Carriers,7901264
Russia,Mobile - Other Carriers,790127
Russia,Mobile - Other Carriers,790128
Russia,Mobile - Other Carriers,790129
Russia,Mobile - Other Carriers,79013
Russia,Mobile - Other Carriers,79014
Russia,Mobile - Other Carriers,79015
Russia,Mobile - Other Carriers,79016
Russia,Mobile - Other Carriers,79017
Russia,Mobile - Other Carriers,79018
Russia,Mobile - Other Carriers,79019
Russia,Mobile - Other Carriers,79020
Russia,Mobile - Other Carriers,790210
Russia,Mobile - Other Carriers,790211
Russia,Mobile - Other Carriers,790212
Russia,Mobile - Other Carriers,790213
Russia,Mobile - Other Carriers,790214
Russia,Mobile - Other Carriers,7902152
Russia,Mobile - Other Carriers,7902153
Russia,Mobile - Other Carriers,7902154
Russia,Mobile - Other Carriers,7902157
Russia,Mobile - Other Carriers,7902158
Russia,Mobile - Other Carriers,7902159
Russia,Mobile - Other Carriers,790216
Russia,Mobile - Other Carriers,790217
Russia,Mobile - Other Carriers,7902180
Russia,Mobile - Other Carriers,7902181
Russia,Mobile - Other Carriers,7902182
Russia,Mobile - Other Carriers,7902183
Russia,Mobile - Other Carriers,7902184
Russia,Mobile - Other Carriers,7902185
Russia,Mobile - Other Carriers,7902186
Russia,Mobile - Other Carriers,7902187
Russia,Mobile - Other Carriers,7902189
Russia,Mobile - Other Carriers,790219
Russia,Mobile - Other Carriers,790220
Russia,Mobile - Other Carriers,790221
Russia,Mobile - Other Carriers,790222
Russia,Mobile - Other Carriers,790223
Russia,Mobile - Other Carriers,790224
Russia,Mobile - Other Carriers,7902250
Russia,Mobile - Other Carriers,7902251
Russia,Mobile - Other Carriers,7902252
Russia,Mobile - Other Carriers,790228
Russia,Mobile - Other Carriers,790229
Russia,Mobile - Other Carriers,79023
Russia,Mobile - Other Carriers,7902401
Russia,Mobile - Other Carriers,7902402
Russia,Mobile - Other Carriers,7902403
Russia,Mobile - Other Carriers,7902404
Russia,Mobile - Other Carriers,7902405
Russia,Mobile - Other Carriers,7902406
Russia,Mobile - Other Carriers,7902407
Russia,Mobile - Other Carriers,7902408
Russia,Mobile - Other Carriers,7902411
Russia,Mobile - Other Carriers,7902412
Russia,Mobile - Other Carriers,7902413
Russia,Mobile - Other Carriers,7902414
Russia,Mobile - Other Carriers,7902415
Russia,Mobile - Other Carriers,7902416
Russia,Mobile - Other Carriers,7902417
Russia,Mobile - Other Carriers,7902418
Russia,Mobile - Other Carriers,7902419
Russia,Mobile - Other Carriers,790242
Russia,Mobile - Other Carriers,790243
Russia,Mobile - Other Carriers,790245
Russia,Mobile - Other Carriers,790246
Russia,Mobile - Other Carriers,790248
Russia,Mobile - Other Carriers,790249
Russia,Mobile - Other Carriers,7902504
Russia,Mobile - Other Carriers,7902505
Russia,Mobile - Other Carriers,7902506
Russia,Mobile - Other Carriers,7902507
Russia,Mobile - Other Carriers,7902508
Russia,Mobile - Other Carriers,790251
Russia,Mobile - Other Carriers,790252
Russia,Mobile - Other Carriers,790253
Russia,Mobile - Other Carriers,790254
Russia,Mobile - Other Carriers,790255
Russia,Mobile - Other Carriers,790256
Russia,Mobile - Other Carriers,790257
Russia,Mobile - Other Carriers,7902580
Russia,Mobile - Other Carriers,7902581
Russia,Mobile - Other Carriers,7902582
Russia,Mobile - Other Carriers,7902588
Russia,Mobile - Other Carriers,7902589
Russia,Mobile - Other Carriers,790259
Russia,Mobile - Other Carriers,790265
Russia,Mobile - Other Carriers,790266
Russia,Mobile - Other Carriers,790267
Russia,Mobile - Other Carriers,790268
Russia,Mobile - Other Carriers,7902695
Russia,Mobile - Other Carriers,7902696
Russia,Mobile - Other Carriers,7902697
Russia,Mobile - Other Carriers,7902698
Russia,Mobile - Other Carriers,7902699
Russia,Mobile - Other Carriers,790270
Russia,Mobile - Other Carriers,790271
Russia,Mobile - Other Carriers,790272
Russia,Mobile - Other Carriers,790273
Russia,Mobile - Other Carriers,790274
Russia,Mobile - Other Carriers,790275
Russia,Mobile - Other Carriers,790276
Russia,Mobile - Other Carriers,790277
Russia,Mobile - Other Carriers,790278
Russia,Mobile - Other Carriers,7902810
Russia,Mobile - Other Carriers,7902811
Russia,Mobile - Other Carriers,7902821
Russia,Mobile - Other Carriers,7902822
Russia,Mobile - Other Carriers,7902823
Russia,Mobile - Other Carriers,790284
Russia,Mobile - Other Carriers,790287
Russia,Mobile - Other Carriers,790288
Russia,Mobile - Other Carriers,79029
Russia,Mobile - Other Carriers,79040
Russia,Mobile - Other Carriers,79041
Russia,Mobile - Other Carriers,79042
Russia,Mobile - Other Carriers,79043
Russia,Mobile - Other Carriers,790440
Russia,Mobile - Other Carriers,790441
Russia,Mobile - Other Carriers,790442
Russia,Mobile - Other Carriers,790443
Russia,Mobile - Other Carriers,790444
Russia,Mobile - Other Carriers,79045
Russia,Mobile - Other Carriers,79046
Russia,Mobile - Other Carriers,79047
Russia,Mobile - Other Carriers,790482
Russia,Mobile - Other Carriers,790483
Russia,Mobile - Other Carriers,790485
Russia,Mobile - Other Carriers,790486
Russia,Mobile - Other Carriers,790489
Russia,Mobile - Other Carriers,790490
Russia,Mobile - Other Carriers,790491
Russia,Mobile - Other Carriers,790492
Russia,Mobile - Other Carriers,790495
Russia,Mobile - Other Carriers,790496
Russia,Mobile - Other Carriers,790497
Russia,Mobile - Other Carriers,790498
Russia,Mobile - Other Carriers,790499
Russia,Mobile - Other Carriers,7907
Russia,Mobile - Other Carriers,790801
Russia,Mobile - Other Carriers,790802
Russia,Mobile - Other Carriers,790803
Russia,Mobile - Other Carriers,790804
Russia,Mobile - Other Carriers,790805
Russia,Mobile - Other Carriers,790806
Russia,Mobile - Other Carriers,79081
Russia,Mobile - Other Carriers,790820
Russia,Mobile - Other Carriers,790821
Russia,Mobile - Other Carriers,790822
Russia,Mobile - Other Carriers,790823
Russia,Mobile - Other Carriers,790828
Russia,Mobile - Other Carriers,790829
Russia,Mobile - Other Carriers,79083
Russia,Mobile - Other Carriers,790840
Russia,Mobile - Other Carriers,790841
Russia,Mobile - Other Carriers,790842
Russia,Mobile - Other Carriers,790843
Russia,Mobile - Other Carriers,790844
Russia,Mobile - Other Carriers,790845
Russia,Mobile - Other Carriers,790846
Russia,Mobile - Other Carriers,790847
Russia,Mobile - Other Carriers,790848
Russia,Mobile - Other Carriers,7908490
Russia,Mobile - Other Carriers,7908491
Russia,Mobile - Other Carriers,7908492
Russia,Mobile - Other Carriers,7908493
Russia,Mobile - Other Carriers,7908494
Russia,Mobile - Other Carriers,7908495
Russia,Mobile - Other Carriers,7908496
Russia,Mobile - Other Carriers,79085
Russia,Mobile - Other Carriers,79086
Russia,Mobile - Other Carriers,79087
Russia,Mobile - Other Carriers,790880
Russia,Mobile - Other Carriers,790884
Russia,Mobile - Other Carriers,7908850
Russia,Mobile - Other Carriers,7908851
Russia,Mobile - Other Carriers,79089
Russia,Mobile - Other Carriers,79400
Russia,Mobile - Other Carriers,79401
Russia,Mobile - Other Carriers,79402
Russia,Mobile - Other Carriers,79403
Russia,Mobile - Other Carriers,79404
Russia,Mobile - Other Carriers,79405
Russia,Mobile - Other Carriers,79406
Russia,Mobile - Other Carriers,79408
Russia,Mobile - Other Carriers,7941
Russia,Mobile - Other Carriers,7942
Russia,Mobile - Other Carriers,7943
Russia,Mobile - Other Carriers,7944
Russia,Mobile - Other Carriers,7945
Russia,Mobile - Other Carriers,7946
Russia,Mobile - Other Carriers,7947
Russia,Mobile - Other Carriers,7948
Russia,Mobile - Other Carriers,7949
Russia,Mobile - Other Carriers,79500
Russia,Mobile - Other Carriers,79501
Russia,Mobile - Other Carriers,79502
Russia,Mobile - Other Carriers,79503
Russia,Mobile - Other Carriers,795040
Russia,Mobile - Other Carriers,795041
Russia,Mobile - Other Carriers,795042
Russia,Mobile - Other Carriers,795043
Russia,Mobile - Other Carriers,7950565
Russia,Mobile - Other Carriers,7950566
Russia,Mobile - Other Carriers,7950567
Russia,Mobile - Other Carriers,7950568
Russia,Mobile - Other Carriers,7950569
Russia,Mobile - Other Carriers,795057
Russia,Mobile - Other Carriers,795058
Russia,Mobile - Other Carriers,795059
Russia,Mobile - Other Carriers,79506
Russia,Mobile - Other Carriers,79507
Russia,Mobile - Other Carriers,79508
Russia,Mobile - Other Carriers,79509
Russia,Mobile - Other Carriers,79510
Russia,Mobile - Other Carriers,79511
Russia,Mobile - Other Carriers,795120
Russia,Mobile - Other Carriers,795121
Russia,Mobile - Other Carriers,795122
Russia,Mobile - Other Carriers,795128
Russia,Mobile - Other Carriers,795129
Russia,Mobile - Other Carriers,79513
Russia,Mobile - Other Carriers,795140
Russia,Mobile - Other Carriers,795141
Russia,Mobile - Other Carriers,795142
Russia,Mobile - Other Carriers,795144
Russia,Mobile - Other Carriers,795145
Russia,Mobile - Other Carriers,795146
Russia,Mobile - Other Carriers,795147
Russia,Mobile - Other Carriers,795148
Russia,Mobile - Other Carriers,795149
Russia,Mobile - Other Carriers,79515
Russia,Mobile - Other Carriers,79516
Russia,Mobile - Other Carriers,79517
Russia,Mobile - Other Carriers,79518
Russia,Mobile - Other Carriers,795190
Russia,Mobile - Other Carriers,795191
Russia,Mobile - Other Carriers,7951997
Russia,Mobile - Other Carriers,7951998
Russia,Mobile - Other Carriers,7951999
Russia,Mobile - Other Carriers,79520
Russia,Mobile - Other Carriers,79521
Russia,Mobile - Other Carriers,79522
Russia,Mobile - Other Carriers,795230
Russia,Mobile - Other Carriers,7952310
Russia,Mobile - Other Carriers,7952311
Russia,Mobile - Other Carriers,7952312
Russia,Mobile - Other Carriers,7952313
Russia,Mobile - Other Carriers,7952314
Russia,Mobile - Other Carriers,795235
Russia,Mobile - Other Carriers,795236
Russia,Mobile - Other Carriers,795237
Russia,Mobile - Other Carriers,795238
Russia,Mobile - Other Carriers,795239
Russia,Mobile - Other Carriers,79524
Russia,Mobile - Other Carriers,79525
Russia,Mobile - Other Carriers,795260
Russia,Mobile - Other Carriers,795261
Russia,Mobile - Other Carriers,795262
Russia,Mobile - Other Carriers,795263
Russia,Mobile - Other Carriers,7952665
Russia,Mobile - Other Carriers,7952666
Russia,Mobile - Other Carriers,7952667
Russia,Mobile - Other Carriers,7952668
Russia,Mobile - Other Carriers,7952669
Russia,Mobile - Other Carriers,7952725
Russia,Mobile - Other Carriers,7952726
Russia,Mobile - Other Carriers,7952727
Russia,Mobile - Other Carriers,7952728
Russia,Mobile - Other Carriers,7952729
Russia,Mobile - Other Carriers,795273
Russia,Mobile - Other Carriers,795274
Russia,Mobile - Other Carriers,795275
Russia,Mobile - Other Carriers,795276
Russia,Mobile - Other Carriers,795277
Russia,Mobile - Other Carriers,795278
Russia,Mobile - Other Carriers,795279
Russia,Mobile - Other Carriers,79528
Russia,Mobile - Other Carriers,79529
Russia,Mobile - Other Carriers,79530
Russia,Mobile - Other Carriers,79531
Russia,Mobile - Other Carriers,79532
Russia,Mobile - Other Carriers,79533
Russia,Mobile - Other Carriers,79534
Russia,Mobile - Other Carriers,79535
Russia,Mobile - Other Carriers,79536
Russia,Mobile - Other Carriers,79537
Russia,Mobile - Other Carriers,795380
Russia,Mobile - Other Carriers,795381
Russia,Mobile - Other Carriers,795383
Russia,Mobile - Other Carriers,795384
Russia,Mobile - Other Carriers,795385
Russia,Mobile - Other Carriers,795386
Russia,Mobile - Other Carriers,795387
Russia,Mobile - Other Carriers,795388
Russia,Mobile - Other Carriers,795389
Russia,Mobile - Other Carriers,79539
Russia,Mobile - Other Carriers,7955
Russia,Mobile - Other Carriers,7956
Russia,Mobile - Other Carriers,7957
Russia,Mobile - Other Carriers,7958
Russia,Mobile - Other Carriers,7959
Russia,Mobile - Other Carriers,7969
Russia,Mobile - Other Carriers,797
Russia,Mobile - Other Carriers,7990
Russia,Mobile - Other Carriers,7991
Russia,Mobile - Other Carriers,7992
Russia,Mobile - Other Carriers,7993
Russia,Mobile - Other Carriers,7994
Russia,Mobile - Other Carriers,7995
Russia,Mobile - Other Carriers,7996
Russia,Mobile - Other Carriers,79970
Russia,Mobile - Other Carriers,79971
Russia,Mobile - Other Carriers,79972
Russia,Mobile - Other Carriers,79973
Russia,Mobile - Other Carriers,799740
Russia,Mobile - Other Carriers,799741
Russia,Mobile - Other Carriers,799742
Russia,Mobile - Other Carriers,799743
Russia,Mobile - Other Carriers,7997440
Russia,Mobile - Other Carriers,7997441
Russia,Mobile - Other Carriers,7997442
Russia,Mobile - Other Carriers,7997443
Russia,Mobile - Other Carriers,7997444
Russia,Mobile - Other Carriers,79974457
Russia,Mobile - Other Carriers,79974458
Russia,Mobile - Other Carriers,79974459
Russia,Mobile - Other Carriers,7997446
Russia,Mobile - Other Carriers,7997447
Russia,Mobile - Other Carriers,7997448
Russia,Mobile - Other Carriers,7997449
Russia,Mobile - Other Carriers,799745
Russia,Mobile - Other Carriers,799746
Russia,Mobile - Other Carriers,799747
Russia,Mobile - Other Carriers,799748
Russia,Mobile - Other Carriers,799749
Russia,Mobile - Other Carriers,79975
Russia,Mobile - Other Carriers,79976
Russia,Mobile - Other Carriers,79977
Russia,Mobile - Other Carriers,79978
Russia,Mobile - Other Carriers,79979
Russia,Mobile - Other Carriers,7998
Russia,Mobile - Other Carriers,7999
Russia,Mobile - Rostelecom,7901265
Russia,Mobile - Rostelecom,7901266
Russia,Mobile - Rostelecom,7901267
Russia,Mobile - Rostelecom,7901268
Russia,Mobile - Rostelecom,7901269
Russia,Mobile - Rostelecom,7902150
Russia,Mobile - Rostelecom,7902151
Russia,Mobile - Rostelecom,7902155
Russia,Mobile - Rostelecom,7902156
Russia,Mobile - Rostelecom,7902188
Russia,Mobile - Rostelecom,7902253
Russia,Mobile - Rostelecom,7902254
Russia,Mobile - Rostelecom,7902255
Russia,Mobile - Rostelecom,7902256
Russia,Mobile - Rostelecom,7902257
Russia,Mobile - Rostelecom,7902258
Russia,Mobile - Rostelecom,7902259
Russia,Mobile - Rostelecom,790226
Russia,Mobile - Rostelecom,790227
Russia,Mobile - Rostelecom,7902400
Russia,Mobile - Rostelecom,7902409
Russia,Mobile - Rostelecom,7902410
Russia,Mobile - Rostelecom,790244
Russia,Mobile - Rostelecom,790247
Russia,Mobile - Rostelecom,7902500
Russia,Mobile - Rostelecom,7902501
Russia,Mobile - Rostelecom,7902502
Russia,Mobile - Rostelecom,7902503
Russia,Mobile - Rostelecom,7902509
Russia,Mobile - Rostelecom,7902583
Russia,Mobile - Rostelecom,7902584
Russia,Mobile - Rostelecom,7902585
Russia,Mobile - Rostelecom,7902586
Russia,Mobile - Rostelecom,7902587
Russia,Mobile - Rostelecom,790260
Russia,Mobile - Rostelecom,790261
Russia,Mobile - Rostelecom,790262
Russia,Mobile - Rostelecom,790263
Russia,Mobile - Rostelecom,790264
Russia,Mobile - Rostelecom,7902690
Russia,Mobile - Rostelecom,7902691
Russia,Mobile - Rostelecom,7902692
Russia,Mobile - Rostelecom,7902693
Russia,Mobile - Rostelecom,7902694
Russia,Mobile - Rostelecom,790279
Russia,Mobile - Rostelecom,790280
Russia,Mobile - Rostelecom,7902812
Russia,Mobile - Rostelecom,7902813
Russia,Mobile - Rostelecom,7902814
Russia,Mobile - Rostelecom,7902815
